DATE,HOUR,LAT,LONG,CONTAINMENT,MSL PRESSURE   ,TEMPERATURE   ,DEW POINT      , TEMPERATURE   ,WIND DIRECTION ,WIND SPEED     , PRECIPITATION,RELATIVE HUMIDITY
8092025,0,33.826553760242405,-110.9009608192705,22,1004.6,29.4,1.8,23.9,282,24.6,0.0,17
8092025,1,33.826553760242405,-110.9009608192705,22,1004.0,28.1,0.7,22.5,280,24.1,0.0,17
8092025,2,33.826553760242405,-110.9009608192705,22,1004.8,26.5,2.4,21.6,288,21.6,0.0,21
8092025,3,33.826553760242405,-110.9009608192705,22,1004.9,25.0,5.7,20.9,296,20.8,0.0,29
8092025,4,33.826553760242405,-110.9009608192705,22,1005.9,24.9,4.6,20.4,299,22.2,0.0,27
8092025,5,33.826553760242405,-110.9009608192705,22,1006.6,23.9,5.3,19.7,305,21.0,0.0,30
8092025,6,33.826553760242405,-110.9009608192705,22,1007.0,23.5,3.4,19.4,314,17.6,0.0,27
8092025,7,33.826553760242405,-110.9009608192705,22,1007.1,22.8,1.7,17.9,324,20.4,0.0,25
8092025,8,33.826553760242405,-110.9009608192705,22,1007.2,22.7,1.1,17.7,326,20.8,0.0,24
8092025,9,33.826553760242405,-110.9009608192705,22,1007.1,22.6,-0.2,17.2,318,22.4,0.0,22
8092025,10,33.826553760242405,-110.9009608192705,22,1007.4,20.0,4.1,15.2,318,23.2,0.0,35
8092025,11,33.826553760242405,-110.9009608192705,22,1008.2,20.0,5.6,16.2,323,18.5,0.0,39
8092025,12,33.826553760242405,-110.9009608192705,22,1008.9,19.5,7.3,16.4,327,16.4,0.0,45
8092025,13,33.826553760242405,-110.9009608192705,22,1009.9,19.1,7.2,16.1,324,15.5,0.0,46
8092025,14,33.826553760242405,-110.9009608192705,22,1010.7,22.5,6.7,19.9,334,12.4,0.0,36
8092025,15,33.826553760242405,-110.9009608192705,22,1010.8,24.8,4.5,22.3,344,7.9,0.0,27
8092025,16,33.826553760242405,-110.9009608192705,22,1010.5,24.8,10.3,24.1,330,5.8,0.0,40
8092025,17,33.826553760242405,-110.9009608192705,22,1010.3,26.4,11.0,27.2,279,4.4,0.0,38
8092025,18,33.826553760242405,-110.9009608192705,22,1010.0,27.6,10.3,29.0,360,5.0,0.0,34
8092025,19,33.826553760242405,-110.9009608192705,22,1009.0,28.1,9.4,27.8,286,14.6,0.0,31
8092025,20,33.826553760242405,-110.9009608192705,22,1008.1,29.3,7.8,28.0,283,18.9,0.0,26
8092025,21,33.826553760242405,-110.9009608192705,22,1007.0,29.9,4.5,28.1,301,15.5,0.0,20
8092025,22,33.826553760242405,-110.9009608192705,22,1005.9,31.3,0.6,28.4,279,15.7,0.0,14
8092025,23,33.826553760242405,-110.9009608192705,22,1004.9,29.9,4.5,25.7,281,22.7,0.0,20
8092025,24,33.826553760242405,-110.9009608192705,22,1004.0,29.9,5.2,25.6,277,21.0,0.0,21
