DATE,HOUR,LAT,LONG,CONTAINMENT,MSL PRESSURE   ,TEMPERATURE   ,DEW POINT      , TEMPERATURE   ,WIND DIRECTION ,WIND SPEED     , PRECIPITATION,RELATIVE HUMIDITY
08302025,0,42.5317249925,-110.93712833149999,23,1013.1,17.2,2.8,13.2,6,16.3,0.0,38
08302025,1,42.5317249925,-110.93712833149999,23,1013.5,16.2,1.9,12.0,1,16.6,0.0,38
08302025,2,42.5317249925,-110.93712833149999,23,1013.5,13.5,1.2,9.5,359,14.8,0.0,43
08302025,3,42.5317249925,-110.93712833149999,23,1014.4,12.5,-0.7,8.1,359,15.1,0.0,40
08302025,4,42.5317249925,-110.93712833149999,23,1015.5,10.8,-0.3,6.6,4,14.4,0.0,46
08302025,5,42.5317249925,-110.93712833149999,23,1015.7,9.8,-0.4,5.9,360,11.9,0.0,49
08302025,6,42.5317249925,-110.93712833149999,23,1015.6,9.8,-2.2,5.8,15,11.2,0.0,43
08302025,7,42.5317249925,-110.93712833149999,23,1015.4,9.3,-2.3,4.8,353,14.2,0.0,44
08302025,8,42.5317249925,-110.93712833149999,23,1016.4,8.6,-0.7,3.9,355,16.6,0.0,52
08302025,9,42.5317249925,-110.93712833149999,23,1016.6,8.5,0.2,4.1,360,15.5,0.0,56
08302025,10,42.5317249925,-110.93712833149999,23,1016.8,8.4,-0.6,4.4,348,12.1,0.0,53
08302025,11,42.5317249925,-110.93712833149999,23,1017.2,7.6,-0.8,4.7,342,4.6,0.0,55
08302025,12,42.5317249925,-110.93712833149999,23,1017.8,7.5,-1.2,5.2,45,0.5,0.0,54
08302025,13,42.5317249925,-110.93712833149999,23,1017.6,7.9,-1.1,5.5,270,1.4,0.0,53
08302025,14,42.5317249925,-110.93712833149999,23,1018.0,8.6,-0.7,5.8,297,4.0,0.0,52
08302025,15,42.5317249925,-110.93712833149999,23,1018.3,12.2,2.3,10.0,256,3.0,0.0,51
08302025,16,42.5317249925,-110.93712833149999,23,1019.3,14.7,3.2,12.2,286,6.7,0.0,46
08302025,17,42.5317249925,-110.93712833149999,23,1019.3,16.2,2.9,13.0,321,14.3,0.0,41
08302025,18,42.5317249925,-110.93712833149999,23,1018.0,17.4,2.6,15.2,328,12.8,0.0,37
08302025,19,42.5317249925,-110.93712833149999,23,1016.9,18.3,2.6,16.3,348,14.0,0.0,35
08302025,20,42.5317249925,-110.93712833149999,23,1016.2,19.2,2.1,16.9,357,15.5,0.0,32
08302025,21,42.5317249925,-110.93712833149999,23,1015.5,19.8,-2.5,15.5,355,22.0,0.0,22
08302025,22,42.5317249925,-110.93712833149999,23,1015.0,19.6,-4.0,15.0,358,21.3,0.0,20
08302025,23,42.5317249925,-110.93712833149999,23,1014.4,19.5,-4.1,14.0,342,22.3,0.0,20
08302025,24,42.5317249925,-110.93712833149999,23,1014.7,19.1,-5.8,13.2,338,20.5,0.0,18
